start_id,end_id
"5th International Conference on Operations Research and Enterprise Systems, ICORES 2016",ICORES 2016 - Proceedings of the 5th International Conference on Operations Research and Enterprise Systems
"17th Symposium on Software Engineering for Adaptive and Self-Managing Systems, SEAMS 2022","Proceedings - 17th Symposium on Software Engineering for Adaptive and Self-Managing Systems, SEAMS 2022"
"5th IEEE International Conference on Data Science and Advanced Analytics, DSAA 2018","Proceedings - 2018 IEEE 5th International Conference on Data Science and Advanced Analytics, DSAA 2018"
"2020 IEEE World Congress on Services, SERVICES 2020","Proceedings - 2020 IEEE World Congress on Services, SERVICES 2020"
"2018 Crypto Valley Conference on Blockchain Technology, CVCBT 2018","Proceedings - 2018 Crypto Valley Conference on Blockchain Technology, CVCBT 2018"
"2017 International Conference on New Trends in Computing Sciences, ICTCS 2017","Proceedings - 2017 International Conference on New Trends in Computing Sciences, ICTCS 2017"
"12th International Conference on Computing Communication and Networking Technologies, ICCCNT 2021","2021 12th International Conference on Computing Communication and Networking Technologies, ICCCNT 2021"
"2020 IEEE International Conference on Informatics, IoT, and Enabling Technologies, ICIoT 2020","2020 IEEE International Conference on Informatics, IoT, and Enabling Technologies, ICIoT 2020"
"19th International Conference on Enterprise Information Systems, ICEIS 2017",ICEIS 2017 - Proceedings of the 19th International Conference on Enterprise Information Systems
"4th International Conference on Data Science and Advanced Analytics, DSAA 2017","Proceedings - 2017 International Conference on Data Science and Advanced Analytics, DSAA 2017"
"28th IEEE International Conference on Embedded and Real-Time Computing Systems and Applications, RTCSA 2022","Proceedings - 2022 IEEE 28th International Conference on Embedded and Real-Time Computing Systems and Applications, RTCSA 2022"
"6th IEEE International Conference on Fog and Edge Computing, ICFEC 2022","Proceedings - 6th IEEE International Conference on Fog and Edge Computing, ICFEC 2022"
"2nd IEEE International Conference on Power, Energy, Control and Transmission Systems, ICPECTS 2020","ICPECTS 2020 - IEEE 2nd International Conference on Power, Energy, Control and Transmission Systems, Proceedings"
"2023 IEEE International Conference on Web Services, ICWS 2023","Proceedings - 2023 IEEE International Conference on Web Services, ICWS 2023"
"24th International Conference on Enterprise Information Systems, ICEIS 2022","International Conference on Enterprise Information Systems, ICEIS - Proceedings"
"31st Annual Conference of the German Classification Society (Gesellschaft fur Klassifikation) on Data Analysis, Machine Learning, and Applications, GfKl 2007","Studies in Classification, Data Analysis, and Knowledge Organization"
"6th International Conference on Cryptography, Security and Privacy, CSP 2022","Proceedings - 2022 6th International Conference on Cryptography, Security and Privacy, CSP 2022"
"7th International Conference on Internet of Things: Systems, Management and Security, IOTSMS 2020","2020 7th International Conference on Internet of Things: Systems, Management and Security, IOTSMS 2020"
"5th International Conference on Social Networks Analysis, Management and Security, SNAMS 2018","2018 5th International Conference on Social Networks Analysis, Management and Security, SNAMS 2018"
"16th International Conference on Network and Service Management, CNSM 2020, 2nd International Workshop on Analytics for Service and Application Management, AnServApp 2020 and 1st International Workshop on the Future Evolution of Internet Protocols, IPFuture 2020","16th International Conference on Network and Service Management, CNSM 2020, 2nd International Workshop on Analytics for Service and Application Management, AnServApp 2020 and 1st International Workshop on the Future Evolution of Internet Protocols, IPFuture 2020"
"2022 IEEE International Workshop on Information Forensics and Security, WIFS 2022","2022 IEEE International Workshop on Information Forensics and Security, WIFS 2022"
"3rd IEEE International Conference on Data Science and Advanced Analytics, DSAA 2016","Proceedings - 3rd IEEE International Conference on Data Science and Advanced Analytics, DSAA 2016"
"2020 IEEE International Conference on Communications Workshops, ICC Workshops 2020","2020 IEEE International Conference on Communications Workshops, ICC Workshops 2020 - Proceedings"
"45th Jubilee International Convention on Information, Communication and Electronic Technology, MIPRO 2022","2022 45th Jubilee International Convention on Information, Communication and Electronic Technology, MIPRO 2022 - Proceedings"
"3rd Cyber Security in Networking Conference, CSNet 2019","2019 3rd Cyber Security in Networking Conference, CSNet 2019"
"3rd International Conference on Information and Communications Technology, ICOIACT 2020","2020 3rd International Conference on Information and Communications Technology, ICOIACT 2020"
"19th International Conference on Information and Knowledge Management and Co-located Workshops, CIKM'10","International Conference on Information and Knowledge Management, Proceedings"
"24th International Conference on Business Information Systems, BIS  2021",Business Information Systems
"2019 IEEE Asia-Pacific Conference on Computer Science and Data Engineering, CSDE 2019","2019 IEEE Asia-Pacific Conference on Computer Science and Data Engineering, CSDE 2019"
"3rd International Conference on Information Science and Security, ICISS 2016",ICISS 2016 - 2016 International Conference on Information Science and Security
"4th IEEE International Conference on Blockchain, Blockchain 2021","Proceedings - 2021 IEEE International Conference on Blockchain, Blockchain 2021"
"3rd International Conference on Advances in Computing, Communication Control and Networking, ICAC3N 2021","Proceedings - 2021 3rd International Conference on Advances in Computing, Communication Control and Networking, ICAC3N 2021"
"3rd International Conference on Intelligent Communication Technologies and Virtual Mobile Networks, ICICV 2021","Proceedings of the 3rd International Conference on Intelligent Communication Technologies and Virtual Mobile Networks, ICICV 2021"
"7th IEEE International Conference on Cloud Engineering, IC2E 2019","Proceedings - 2019 IEEE International Conference on Cloud Engineering, IC2E 2019"
"10th International Symposium on Computing and Networking Workshops, CANDARW 2022","Proceedings - 2022 10th International Symposium on Computing and Networking Workshops, CANDARW 2022"
"57th Annual Conference on Information Sciences and Systems, CISS 2023","2023 57th Annual Conference on Information Sciences and Systems, CISS 2023"
"21st IEEE International Conference on High Performance Computing and Communications, 17th IEEE International Conference on Smart City and 5th IEEE International Conference on Data Science and Systems, HPCC/SmartCity/DSS 2019","Proceedings - 21st IEEE International Conference on High Performance Computing and Communications, 17th IEEE International Conference on Smart City and 5th IEEE International Conference on Data Science and Systems, HPCC/SmartCity/DSS 2019"
"2023 IEEE International Workshop on Metrology for Agriculture and Forestry, MetroAgriFor 2023","2023 IEEE International Workshop on Metrology for Agriculture and Forestry, MetroAgriFor 2023 - Proceedings"
"12th International Conference on Network and Service Management, CNSM 2016 and Workshops, 3rd International Workshop on Management of SDN and NFV, ManSDN/NFV 2016 and International Workshop on Green ICT and Smart Networking, GISN 2016","2016 12th International Conference on Network and Service Management, CNSM 2016 and Workshops, 3rd International Workshop on Management of SDN and NFV, ManSDN/NFV 2016, and International Workshop on Green ICT and Smart Networking, GISN 2016"
"12th IEEE International Conference on Semantic Computing, ICSC 2018","Proceedings - 12th IEEE International Conference on Semantic Computing, ICSC 2018"
"8th IEEE World Forum on Internet of Things, WF-IoT 2022","2022 IEEE 8th World Forum on Internet of Things, WF-IoT 2022"
"5th International Conference on Process Mining, ICPM 2023","Proceedings - 2023 5th International Conference on Process Mining, ICPM 2023"
"2020 Ural Symposium on Biomedical Engineering, Radioelectronics and Information Technology, USBEREIT 2020","Proceedings - 2020 Ural Symposium on Biomedical Engineering, Radioelectronics and Information Technology, USBEREIT 2020"
"2022 European Control Conference, ECC 2022","2022 European Control Conference, ECC 2022"
"16th Conference on Computer Science and Intelligence Systems, FedCSIS 2021","Proceedings of the 16th Conference on Computer Science and Intelligence Systems, FedCSIS 2021"
"21st IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2021","Proceedings - 21st IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2021"
"2020 IEEE International Black Sea Conference on Communications and Networking, BlackSeaCom 2020","2020 IEEE International Black Sea Conference on Communications and Networking, BlackSeaCom 2020"
"7th International Conference on Cyber Situational Awareness, Data Analytics and Assessment, CyberSA 2021","2021 International Conference on Cyber Situational Awareness, Data Analytics and Assessment, CyberSA 2021"
"8th IEEE International Conference on Network Softwarization, NetSoft 2022","Proceedings of the 2022 IEEE International Conference on Network Softwarization: Network Softwarization Coming of Age: New Challenges and Opportunities, NetSoft 2022"
"18th International Conference on Enterprise Information Systems, ICEIS 2016",ICEIS 2016 - Proceedings of the 18th International Conference on Enterprise Information Systems
"2023 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops, WACVW 2023","Proceedings - 2023 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops, WACVW 2023"
"2nd International Conference on Process Mining, ICPM 2020","Proceedings - 2020 2nd International Conference on Process Mining, ICPM 2020"
"2018 IEEE Latin American Conference on Computational Intelligence, LA-CCI 2018","2018 IEEE Latin American Conference on Computational Intelligence, LA-CCI 2018"
"1st IEEE International Conference on Decentralized Applications and Infrastructures, DAPPCON 2019","Proceedings - 2019 IEEE International Conference on Decentralized Applications and Infrastructures, DAPPCON 2019"
"2020 IEEE International Workshop on Information Forensics and Security, WIFS 2020","2020 IEEE International Workshop on Information Forensics and Security, WIFS 2020"
"17th International Conference on Enterprise Information Systems, ICEIS 2015","ICEIS 2015 - 17th International Conference on Enterprise Information Systems, Proceedings"
"23rd IEEE International Conference on Information Reuse and Integration for Data Science, IRI 2022","Proceedings - 2022 IEEE 23rd International Conference on Information Reuse and Integration for Data Science, IRI 2022"
"2023 IEEE International Conference on Metaverse Computing, Networking and Applications, MetaCom 2023","Proceedings - 2023 IEEE International Conference on Metaverse Computing, Networking and Applications, MetaCom 2023"
"25th International Conference on Harbor, Maritime and Multimodal Logistics Modelling and Simulation, HMS 2023","International Conference on Harbour, Maritime and Multimodal Logistics Modelling and Simulation"
"2nd IEEE International Conference on Data Stream Mining and Processing, DSMP 2018","Proceedings of the 2018 IEEE 2nd International Conference on Data Stream Mining and Processing, DSMP 2018"
"7th International Conference on Control, Decision and Information Technologies, CoDIT 2020","7th International Conference on Control, Decision and Information Technologies, CoDIT 2020"
"2020 IEEE Conference on Communications and Network Security, CNS 2020","2020 IEEE Conference on Communications and Network Security, CNS 2020"
"9th IEEE International Conference on Behavioural and Social Computing, BESC 2022","Proceedings of the 2022 IEEE International Conference on Behavioural and Social Computing, BESC 2022"
"5th IEEE International Conference on Decentralized Applications and Infrastructures, DAPPS 2023","Proceedings - 2023 IEEE International Conference on Decentralized Applications and Infrastructures, DAPPS 2023"
"3rd IEEE International Conference on Decentralized Applications and Infrastructures, DAPPS 2021","Proceedings - 3rd IEEE International Conference on Decentralized Applications and Infrastructures, DAPPS 2021"
"14th IEEE Conference on Visual Analytics Science and Technology, VAST 2019","2019 IEEE Conference on Visual Analytics Science and Technology, VAST 2019 - Proceedings"
"9th IEEE International Conference on Data Science and Advanced Analytics, DSAA 2022","Proceedings - 2022 IEEE 9th International Conference on Data Science and Advanced Analytics, DSAA 2022"
"5th IEEE/ACM International Conference on Big Data Computing, Applications and Technologies, BDCAT 2018","Proceedings - 5th IEEE/ACM International Conference on Big Data Computing, Applications and Technologies, BDCAT 2018"
"21st International Conference on Enterprise Information Systems, ICEIS 2019",ICEIS 2019 - Proceedings of the 21st International Conference on Enterprise Information Systems
"4th IEEE European Symposium on Security and Privacy, EURO S and P 2019","Proceedings - 4th IEEE European Symposium on Security and Privacy, EURO S and P 2019"
"36th IEEE/IFIP Network Operations and Management Symposium, NOMS 2023","Proceedings of IEEE/IFIP Network Operations and Management Symposium 2023, NOMS 2023"
"17th Conference on Computer Science and Intelligence Systems, FedCSIS 2022","Proceedings of the 17th Conference on Computer Science and Intelligence Systems, FedCSIS 2022"
"34th IEEE International Conference on Data Engineering Workshops, ICDEW 2018","Proceedings - IEEE 34th International Conference on Data Engineering Workshops, ICDEW 2018"
"12th International Conference on Information and Communication Systems, ICICS 2021","2021 12th International Conference on Information and Communication Systems, ICICS 2021"
"8th International Conference on the Network of the Future, NOF 2017","Proceedings of the 2017 8th International Conference on the Network of the Future, NOF 2017"
"11th IEEE International Conference on Cloud Networking, CloudNet 2022","Proceedings of the 2022 IEEE Conference on Cloud Networking 2022, CloudNet 2022"
"13th IFIP Wireless and Mobile Networking Conference, WMNC 2021","Proceedings of the 13th IFIP Wireless and Mobile Networking Conference, WMNC 2021"
"2023 IEEE Global Conference on Artificial Intelligence and Internet of Things, GCAIoT 2023","2023 IEEE Global Conference on Artificial Intelligence and Internet of Things, GCAIoT 2023"
"2021 IEEE Symposium Series on Computational Intelligence, SSCI 2021","2021 IEEE Symposium Series on Computational Intelligence, SSCI 2021 - Proceedings"
"16th IEEE International Conference on Semantic Computing, ICSC 2022","Proceedings - 16th IEEE International Conference on Semantic Computing, ICSC 2022"
"8th Brazilian Conference on Intelligent Systems, BRACIS 2019","Proceedings - 2019 Brazilian Conference on Intelligent Systems, BRACIS 2019"
"2016 IEEE Symposium Series on Computational Intelligence, SSCI 2016","2016 IEEE Symposium Series on Computational Intelligence, SSCI 2016"
"22nd ACM International Conference on Information and Knowledge Management, CIKM 2013","International Conference on Information and Knowledge Management, Proceedings"
"2018 Federated Conference on Computer Science and Information Systems, FedCSIS 2018","Proceedings of the 2018 Federated Conference on Computer Science and Information Systems, FedCSIS 2018"
"4th International Conference on Computer Science and Engineering, UBMK 2019","UBMK 2019 - Proceedings, 4th International Conference on Computer Science and Engineering"
"17th Conference of the International Federation of Classification Societies, IFCS 2022","Studies in Classification, Data Analysis, and Knowledge Organization"
"14th International Conference on Intelligent Systems: Theories and Applications, SITA 2023",Proceedings - SITA 2023: 2023 14th International Conference on Intelligent Systems: Theories and Applications
"1st International Conference on 6G Networking, 6GNet 2022","2022 1st International Conference on 6G Networking, 6GNet 2022"
"17th International Conference on Mobility, Sensing and Networking, MSN 2021","Proceedings - 2021 17th International Conference on Mobility, Sensing and Networking, MSN 2021"
"16th International Joint Conference on Computer Science and Software Engineering, JCSSE 2019",JCSSE 2019 - 16th International Joint Conference on Computer Science and Software Engineering: Knowledge Evolution Towards Singularity of Man-Machine Intelligence
"33rd IEEE International Parallel and Distributed Processing Symposium, IPDPS 2019","Proceedings - 2019 IEEE 33rd International Parallel and Distributed Processing Symposium, IPDPS 2019"
"3rd Novel Intelligent and Leading Emerging Sciences Conference, NILES 2021","NILES 2021 - 3rd Novel Intelligent and Leading Emerging Sciences Conference, Proceedings"
"2020 International Symposium on Networks, Computers and Communications, ISNCC 2020","2020 International Symposium on Networks, Computers and Communications, ISNCC 2020"
"2022 IEEE International Conference on Advances in Computing, Communication and Applied Informatics, ACCAI 2022","Proceedings - IEEE International Conference on Advances in Computing, Communication and Applied Informatics, ACCAI 2022"
"26th International Conference on Automation and Computing, ICAC 2021","2021 26th International Conference on Automation and Computing: System Intelligence through Automation and Computing, ICAC 2021"
"32nd ACM International Conference on Information and Knowledge Management, CIKM 2023","International Conference on Information and Knowledge Management, Proceedings"
"2nd IEEE International Conference on Artificial Intelligence and Knowledge Engineering, AIKE 2019","Proceedings - IEEE 2nd International Conference on Artificial Intelligence and Knowledge Engineering, AIKE 2019"
"13th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery, ICNC-FSKD 2017","ICNC-FSKD 2017 - 13th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery"
"25th ACM International Conference on Information and Knowledge Management, CIKM 2016","International Conference on Information and Knowledge Management, Proceedings"
"2021 IEEE 4th International Conference on Big Data and Artificial Intelligence, BDAI 2021","2021 IEEE 4th International Conference on Big Data and Artificial Intelligence, BDAI 2021"
"5th IEEE International Congress on Big Data, BigData Congress 2016","Proceedings - 2016 IEEE International Congress on Big Data, BigData Congress 2016"
"6th IEEE International Congress on Big Data, BigData Congress 2017","Proceedings - 2017 IEEE 6th International Congress on Big Data, BigData Congress 2017"
"7th International Conference on Advanced Cloud and Big Data, CBD 2019","Proceedings - 2019 7th International Conference on Advanced Cloud and Big Data, CBD 2019"
"16th International Conference on COMmunication Systems and NETworkS, COMSNETS 2024","2024 16th International Conference on COMmunication Systems and NETworkS, COMSNETS 2024"
"2019 International Conference on Electrical, Electronics and Information Engineering, ICEEIE 2019","ICEEIE 2019 - International Conference on Electrical, Electronics and Information Engineering: Emerging Innovative Technology for Sustainable Future"
"35th Chinese Control and Decision Conference, CCDC 2023","Proceedings of the 35th Chinese Control and Decision Conference, CCDC 2023"
"2020 International Conference on Computing, Networking and Communications, ICNC 2020","2020 International Conference on Computing, Networking and Communications, ICNC 2020"
"20th ACM Conference on Information and Knowledge Management, CIKM'11","International Conference on Information and Knowledge Management, Proceedings"
"33rd International Conference on Automated Planning and Scheduling, ICAPS 2023","Proceedings International Conference on Automated Planning and Scheduling, ICAPS"
"7th IEEE International conference for Convergence in Technology, I2CT 2022","2022 IEEE 7th International conference for Convergence in Technology, I2CT 2022"
"3rd International Conference on Intelligent Data Science Technologies and Applications, IDSTA 2022","2022 International Conference on Intelligent Data Science Technologies and Applications, IDSTA 2022"
"12th IEEE Conference on Service-Oriented Computing and Applications, SOCA 2019","Proceedings - 2019 IEEE 12th Conference on Service-Oriented Computing and Applications, SOCA 2019"
"4th IEEE International Conference on Artificial Intelligence in Engineering and Technology, IICAIET 2022","4th IEEE International Conference on Artificial Intelligence in Engineering and Technology, IICAIET 2022"
"2022 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2022","Proceedings - 2022 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2022"
"2021 IEEE Symposium on Security and Privacy Workshops, SPW 2021","Proceedings - 2021 IEEE Symposium on Security and Privacy Workshops, SPW 2021"
"15th IEEE/ACM International Conference on Utility and Cloud Computing, UCC 2022","Proceedings - 2022 IEEE/ACM 15th International Conference on Utility and Cloud Computing, UCC 2022"
"7th IEEE International Congress on Big Data, BigData Congress 2018","Proceedings - 2018 IEEE International Congress on Big Data, BigData Congress 2018 - Part of the 2018 IEEE World Congress on Services"
"2014 IEEE International Workshop on Information Forensics and Security, WIFS 2014","2014 IEEE International Workshop on Information Forensics and Security, WIFS 2014"
"29th Mediterranean Conference on Control and Automation, MED 2021","2021 29th Mediterranean Conference on Control and Automation, MED 2021"
"2022 Systems and Information Engineering Design Symposium, SIEDS 2022","2022 Systems and Information Engineering Design Symposium, SIEDS 2022"
"39th IEEE International Conference on Data Engineering Workshops, ICDEW 2023","Proceedings - 2023 IEEE 39th International Conference on Data Engineering Workshops, ICDEW 2023"
"10th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2019","2019 10th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2019 - Proceedings and Workshop"
"2021 International Symposium on Networks, Computers and Communications, ISNCC 2021","2021 International Symposium on Networks, Computers and Communications, ISNCC 2021"
"2018 International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2018","2018 International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2018 - Proceedings"
"16th IEEE International Conference on Intelligent Computer Communication and Processing, ICCP 2020","Proceedings - 2020 IEEE 16th International Conference on Intelligent Computer Communication and Processing, ICCP 2020"
"28th ACM International Conference on Information and Knowledge Management, CIKM 2019","International Conference on Information and Knowledge Management, Proceedings"
"17th IEEE International Conference on eScience, eScience 2021","Proceedings - IEEE 17th International Conference on eScience, eScience 2021"
"5th International Conference on Advanced Technologies for Signal and Image Processing, ATSIP 2020","2020 International Conference on Advanced Technologies for Signal and Image Processing, ATSIP 2020"
"10th IEEE International Conference on Healthcare Informatics, ICHI 2022","Proceedings - 2022 IEEE 10th International Conference on Healthcare Informatics, ICHI 2022"
"6th IEEE International Conference on Big Data and Cloud Computing, BDCloud 2016, 9th IEEE International Conference on Social Computing and Networking, SocialCom 2016 and 2016 IEEE International Conference on Sustainable Computing and Communications, SustainCom 2016","Proceedings - 2016 IEEE International Conferences on Big Data and Cloud Computing, BDCloud 2016, Social Computing and Networking, SocialCom 2016 and Sustainable Computing and Communications, SustainCom 2016"
"15th IEEE International Conference on Industrial and Information Systems, ICIIS 2020","2020 IEEE 15th International Conference on Industrial and Information Systems, ICIIS 2020 - Proceedings"
"2020 IEEE International Conference on Machine Learning and Applied Network Technologies, ICMLANT 2020","Proceedings of the 2020 IEEE International Conference on Machine Learning and Applied Network Technologies, ICMLANT 2020"
"12th International Conference on Operations Research and Enterprise Systems, ICORES 2023",International Conference on Operations Research and Enterprise Systems
"20th ACM-IEEE International Conference on Formal Methods and Models for System Design, MEMOCODE 2022","2022 20th ACM-IEEE International Conference on Formal Methods and Models for System Design, MEMOCODE 2022"
"2021 International Conference on COMmunication Systems and NETworkS, COMSNETS 2021","2021 International Conference on COMmunication Systems and NETworkS, COMSNETS 2021"
"4th International Conference on Intelligent Computing in Data Sciences, ICDS 2020","4th International Conference on Intelligent Computing in Data Sciences, ICDS 2020"
"2018 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2018","Proceedings - 2018 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2018"
"25th Conference on Innovation in Clouds, Internet and Networks, ICIN 2022","Proceedings of the 25th Conference on Innovation in Clouds, Internet and Networks, ICIN 2022"
"20th International Conference on Enterprise Information Systems, ICEIS 2018",ICEIS 2018 - Proceedings of the 20th International Conference on Enterprise Information Systems
"9th International Conference on ICT for Sustainability, ICT4S 2023","Proceedings - 2023 International Conference on ICT for Sustainability, ICT4S 2023"
"10th IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2018","Proceedings of the 2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2018"
"2023 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events, PerCom Workshops 2023","2023 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events, PerCom Workshops 2023"
"2022 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology, CIBCB 2022","2022 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology, CIBCB 2022"
"17th IEEE International Wireless Communications and Mobile Computing, IWCMC 2021","2021 International Wireless Communications and Mobile Computing, IWCMC 2021"
"32nd IEEE International Parallel and Distributed Processing Symposium, IPDPS 2018","Proceedings - 2018 IEEE 32nd International Parallel and Distributed Processing Symposium, IPDPS 2018"
"27th IEEE International Conference on High Performance Computing, Data, and Analytics, HiPC 2020","Proceedings - 2020 IEEE 27th International Conference on High Performance Computing, Data, and Analytics, HiPC 2020"
"2014 APWG Symposium on Electronic Crime Research, eCrime 2014","eCrime Researchers Summit, eCrime"
"2023 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies, 3ICT 2023","2023 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies, 3ICT 2023"
"2020 IEEE Technology and Engineering Management Conference, TEMSCON 2020","2020 IEEE Technology and Engineering Management Conference, TEMSCON 2020"
"19th Annual International Conference on Privacy, Security and Trust, PST 2022","2022 19th Annual International Conference on Privacy, Security and Trust, PST 2022"
"13th Scientific Meeting of the Classification and Data Analysis Group of the Italian Statistical Society, CLADAG 2021","Studies in Classification, Data Analysis, and Knowledge Organization"
"32nd International Teletraffic Congress, ITC 2020","Proceedings of the 32nd International Teletraffic Congress, ITC 2020"
"21st IEEE International Conference on Information Reuse and Integration for Data Science, IRI 2020","Proceedings - 2020 IEEE 21st International Conference on Information Reuse and Integration for Data Science, IRI 2020"
"12th International Conference on Information, Intelligence, Systems and Applications, IISA 2021","IISA 2021 - 12th International Conference on Information, Intelligence, Systems and Applications"
"3rd IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2021","Proceedings - 2021 3rd IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2021"
"11th International Conference on Knowledge and Systems Engineering, KSE 2019","Proceedings of 2019 11th International Conference on Knowledge and Systems Engineering, KSE 2019"
"3rd International Conference on Advanced Science and Engineering, ICOASE 2020","3rd International Conference on Advanced Science and Engineering, ICOASE 2020"
"9th International Conference on Advanced Computing and Communication Systems, ICACCS 2023","2023 9th International Conference on Advanced Computing and Communication Systems, ICACCS 2023"
"30th Telecommunications Forum, TELFOR 2022","2022 30th Telecommunications Forum, TELFOR 2022 - Proceedings"
"32nd International Conference on Automated Planning and Scheduling, ICAPS 2022","Proceedings International Conference on Automated Planning and Scheduling, ICAPS"
"2020 International Conference on Electronics and Sustainable Communication Systems, ICESC 2020","Proceedings of the International Conference on Electronics and Sustainable Communication Systems, ICESC 2020"
"37th IEEE International Conference on Computer Design, ICCD 2019","Proceedings - 2019 IEEE International Conference on Computer Design, ICCD 2019"
"2019 IEEE Pacific Rim Conference on Communications, Computers and Signal Processing, PACRIM 2019","2019 IEEE Pacific Rim Conference on Communications, Computers and Signal Processing, PACRIM 2019 - Proceedings"
"2022 IEEE International Conference on Current Development in Engineering and Technology, CCET 2022","Proceedings of 2022 IEEE International Conference on Current Development in Engineering and Technology, CCET 2022"
"4th IEEE European Symposium on Security and Privacy Workshops, EUROS and PW 2019","Proceedings - 4th IEEE European Symposium on Security and Privacy Workshops, EUROS and PW 2019"
"6th IEEE International Conference on Multimedia Big Data, BigMM 2020","Proceedings - 2020 IEEE 6th International Conference on Multimedia Big Data, BigMM 2020"
"2021 IEEE EMBS International Conference on Biomedical and Health Informatics, BHI 2021","BHI 2021 - 2021 IEEE EMBS International Conference on Biomedical and Health Informatics, Proceedings"
"16th IEEE International Conference on Intelligence and Security Informatics, ISI 2018","2018 IEEE International Conference on Intelligence and Security Informatics, ISI 2018"
"12th IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2020","Proceedings of the 2020 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2020"
"2020 IEEE International Conference on Engineering, Technology and Innovation, ICE/ITMC 2020","Proceedings - 2020 IEEE International Conference on Engineering, Technology and Innovation, ICE/ITMC 2020"
"23rd ACM International Conference on Information and Knowledge Management, CIKM 2014",CIKM 2014 - Proceedings of the 2014 ACM International Conference on Information and Knowledge Management
"19th IEEE International Conference on Pervasive Computing and Communications, PerCom 2021","2021 IEEE International Conference on Pervasive Computing and Communications, PerCom 2021"
"22nd IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2022","Proceedings - 22nd IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2022"
"6th IEEE World Forum on Internet of Things, WF-IoT 2020","IEEE World Forum on Internet of Things, WF-IoT 2020 - Symposium Proceedings"
"2021 International Symposium on Software Engineering for Adaptive and Self-Managing Systems, SEAMS 2021","Proceedings - 2021 International Symposium on Software Engineering for Adaptive and Self-Managing Systems, SEAMS 2021"
"22nd IEEE International Conference on Bioinformatics and Bioengineering, BIBE 2022","Proceedings - IEEE 22nd International Conference on Bioinformatics and Bioengineering, BIBE 2022"
"14th IEEE International Conference on Wireless Communications and Signal Processing, WCSP 2022","2022 IEEE 14th International Conference on Wireless Communications and Signal Processing, WCSP 2022"
"7th IEEE International Conference on Computer Science and Network Technology, ICCSNT 2019","Proceedings of IEEE 7th International Conference on Computer Science and Network Technology, ICCSNT 2019"
"21st International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks, WiOpt 2023","Proceedings of the International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks, WiOpt"
"7th IEEE European Symposium on Security and Privacy Workshops, Euro S and PW 2022","Proceedings - 7th IEEE European Symposium on Security and Privacy Workshops, Euro S and PW 2022"
"4th IEEE World Forum on Internet of Things, WF-IoT 2018","IEEE World Forum on Internet of Things, WF-IoT 2018 - Proceedings"
"12th IEEE International Conference on Internet of Things, 15th IEEE International Conference on Green Computing and Communications, 12th IEEE International Conference on Cyber, Physical and Social Computing and 5th IEEE International Conference on Smart Data, iThings/GreenCom/CPSCom/SmartData 2019","Proceedings - 2019 IEEE International Congress on Cybermatics: 12th IEEE International Conference on Internet of Things, 15th IEEE International Conference on Green Computing and Communications, 12th IEEE International Conference on Cyber, Physical and Social Computing and 5th IEEE International Conference on Smart Data, iThings/GreenCom/CPSCom/SmartData 2019"
"2021 IEEE Asia-Pacific Conference on Computer Science and Data Engineering, CSDE 2021","2021 IEEE Asia-Pacific Conference on Computer Science and Data Engineering, CSDE 2021"
"16th International Conference on Business Information Systems Engineering, WI 2021",Lecture Notes in Information Systems and Organisation
"19th International Symposium on Modeling and Optimization in Mobile, Ad hoc, and Wireless Networks, WiOpt 2021","2021 19th International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks, WiOpt 2021"
